time_ms,node_id,role,type,ecef_x,ecef_y,ecef_z,ip,heading_deg,battery_pct
1800,UAV_01,RELAY,UAV,-1337499.3,5364470.0,3170636.5,10.0.0.2,238.2,99.8
1800,UAV_02,RELAY,UAV,-1337184.8,5366295.0,3167701.3,10.0.0.3,102.8,99.8
1800,UAV_03,RELAY,UAV,-1337853.9,5361910.0,3174790.2,10.0.0.4,281.1,99.8
1900,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
1900,UAV_01,RELAY,UAV,-1337498.2,5364470.7,3170635.8,10.0.0.2,233.0,99.8
1900,UAV_02,RELAY,UAV,-1337186.2,5366294.8,3167701.0,10.0.0.3,102.8,99.8
1900,UAV_03,RELAY,UAV,-1337852.4,5361910.2,3174790.5,10.0.0.4,281.1,99.8
2000,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2000,UAV_01,RELAY,UAV,-1337497.2,5364471.4,3170635.0,10.0.0.2,227.2,99.8
2000,UAV_02,RELAY,UAV,-1337187.7,5366294.6,3167700.7,10.0.0.3,102.8,99.8
2000,UAV_03,RELAY,UAV,-1337851.0,5361910.4,3174790.7,10.0.0.4,281.1,99.8
2100,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2100,UAV_01,RELAY,UAV,-1337496.3,5364472.2,3170634.1,10.0.0.2,222.1,99.8
2100,UAV_02,RELAY,UAV,-1337189.2,5366294.4,3167700.4,10.0.0.3,102.8,99.8
2100,UAV_03,RELAY,UAV,-1337849.5,5361910.6,3174791.0,10.0.0.4,281.1,99.8
2200,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2200,UAV_01,RELAY,UAV,-1337495.5,5364473.0,3170633.1,10.0.0.2,217.0,99.8
2200,UAV_02,RELAY,UAV,-1337190.6,5366294.2,3167700.1,10.0.0.3,102.8,99.8
2200,UAV_03,RELAY,UAV,-1337848.0,5361910.9,3174791.2,10.0.0.4,281.1,99.8
2300,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2300,UAV_01,RELAY,UAV,-1337494.8,5364473.8,3170632.0,10.0.0.2,212.5,99.8
2300,UAV_02,RELAY,UAV,-1337192.1,5366294.0,3167699.8,10.0.0.3,102.8,99.8
2300,UAV_03,RELAY,UAV,-1337846.6,5361911.1,3174791.5,10.0.0.4,281.1,99.8
2400,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2400,UAV_01,RELAY,UAV,-1337494.2,5364474.6,3170630.9,10.0.0.2,207.5,99.8
2400,UAV_02,RELAY,UAV,-1337193.5,5366293.8,3167699.5,10.0.0.3,102.8,99.8
2400,UAV_03,RELAY,UAV,-1337845.1,5361911.3,3174791.7,10.0.0.4,281.1,99.8
2500,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2500,UAV_01,RELAY,UAV,-1337493.8,5364475.4,3170629.7,10.0.0.2,203.1,99.8
2500,UAV_02,RELAY,UAV,-1337195.0,5366293.6,3167699.2,10.0.0.3,102.8,99.8
2500,UAV_03,RELAY,UAV,-1337843.7,5361911.5,3174792.0,10.0.0.4,281.1,99.8
2600,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2600,UAV_01,RELAY,UAV,-1337493.4,5364476.2,3170628.5,10.0.0.2,198.7,99.7
2600,UAV_02,RELAY,UAV,-1337196.5,5366293.4,3167699.0,10.0.0.3,102.8,99.7
2600,UAV_03,RELAY,UAV,-1337842.2,5361911.7,3174792.2,10.0.0.4,281.1,99.7
2700,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2700,UAV_01,RELAY,UAV,-1337493.2,5364477.0,3170627.2,10.0.0.2,194.3,99.7
2700,UAV_02,RELAY,UAV,-1337197.9,5366293.2,3167698.7,10.0.0.3,102.8,99.7
2700,UAV_03,RELAY,UAV,-1337840.7,5361911.9,3174792.5,10.0.0.4,281.1,99.7
2800,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2800,UAV_01,RELAY,UAV,-1337493.1,5364477.8,3170626.0,10.0.0.2,190.0,99.7
2800,UAV_02,RELAY,UAV,-1337199.4,5366293.0,3167698.4,10.0.0.3,102.8,99.7
2800,UAV_03,RELAY,UAV,-1337839.3,5361912.2,3174792.7,10.0.0.4,281.1,99.7
2900,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
2900,UAV_01,RELAY,UAV,-1337493.0,5364478.6,3170624.7,10.0.0.2,185.6,99.7
2900,UAV_02,RELAY,UAV,-1337200.8,5366292.8,3167698.1,10.0.0.3,102.2,99.7
2900,UAV_03,RELAY,UAV,-1337837.8,5361912.4,3174793.0,10.0.0.4,281.1,99.7
3000,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
3000,UAV_01,RELAY,UAV,-1337493.1,5364479.3,3170623.4,10.0.0.2,181.3,99.7
3000,UAV_02,RELAY,UAV,-1337202.3,5366292.6,3167697.8,10.0.0.3,102.2,99.7
3000,UAV_03,RELAY,UAV,-1337836.3,5361912.6,3174793.2,10.0.0.4,281.1,99.7
3100,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
3100,UAV_01,RELAY,UAV,-1337493.3,5364480.1,3170622.1,10.0.0.2,177.6,99.7
3100,UAV_02,RELAY,UAV,-1337203.8,5366292.4,3167697.6,10.0.0.3,102.2,99.7
3100,UAV_03,RELAY,UAV,-1337834.9,5361912.8,3174793.5,10.0.0.4,281.1,99.7
3200,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
3200,UAV_01,RELAY,UAV,-1337493.6,5364480.8,3170620.8,10.0.0.2,173.9,99.7
3200,UAV_02,RELAY,UAV,-1337205.2,5366292.2,3167697.3,10.0.0.3,102.2,99.7
3200,UAV_03,RELAY,UAV,-1337833.4,5361913.0,3174793.7,10.0.0.4,281.1,99.7
3300,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
3300,UAV_01,RELAY,UAV,-1337494.0,5364481.4,3170619.5,10.0.0.2,169.6,99.7
3300,UAV_02,RELAY,UAV,-1337206.7,5366292.0,3167697.0,10.0.0.3,102.2,99.7
3300,UAV_03,RELAY,UAV,-1337831.9,5361913.2,3174794.0,10.0.0.4,281.1,99.7
3400,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
3400,UAV_01,RELAY,UAV,-1337494.5,5364482.1,3170618.2,10.0.0.2,165.9,99.7
3400,UAV_02,RELAY,UAV,-1337208.1,5366291.8,3167696.7,10.0.0.3,102.2,99.7
3400,UAV_03,RELAY,UAV,-1337830.5,5361913.5,3174794.2,10.0.0.4,281.1,99.7
3500,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
3500,UAV_01,RELAY,UAV,-1337495.1,5364482.7,3170617.0,10.0.0.2,162.2,99.7
3500,UAV_02,RELAY,UAV,-1337209.6,5366291.6,3167696.5,10.0.0.3,102.2,99.7
3500,UAV_03,RELAY,UAV,-1337829.0,5361913.7,3174794.5,10.0.0.4,281.1,99.7
3600,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
3600,UAV_01,RELAY,UAV,-1337495.7,5364483.2,3170615.8,10.0.0.2,158.5,99.6
3600,UAV_02,RELAY,UAV,-1337211.1,5366291.4,3167696.2,10.0.0.3,102.2,99.6
3600,UAV_03,RELAY,UAV,-1337827.6,5361913.9,3174794.7,10.0.0.4,281.1,99.6
3700,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
3700,UAV_01,RELAY,UAV,-1337496.5,5364483.7,3170614.6,10.0.0.2,154.9,99.6
3700,UAV_02,RELAY,UAV,-1337212.5,5366291.2,3167695.9,10.0.0.3,102.2,99.6
3700,UAV_03,RELAY,UAV,-1337826.1,5361914.1,3174795.0,10.0.0.4,281.1,99.6
3800,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
3800,UAV_01,RELAY,UAV,-1337497.3,5364484.2,3170613.4,10.0.0.2,151.2,99.6
3800,UAV_02,RELAY,UAV,-1337214.0,5366291.0,3167695.6,10.0.0.3,102.2,99.6
3800,UAV_03,RELAY,UAV,-1337824.6,5361914.3,3174795.2,10.0.0.4,281.1,99.6
3900,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
3900,UAV_01,RELAY,UAV,-1337498.2,5364484.7,3170612.3,10.0.0.2,147.6,99.6
3900,UAV_02,RELAY,UAV,-1337215.4,5366290.8,3167695.4,10.0.0.3,102.2,99.6
3900,UAV_03,RELAY,UAV,-1337823.2,5361914.5,3174795.5,10.0.0.4,281.1,99.6
4000,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
4000,UAV_01,RELAY,UAV,-1337499.2,5364485.1,3170611.2,10.0.0.2,144.5,99.6
4000,UAV_02,RELAY,UAV,-1337216.9,5366290.6,3167695.1,10.0.0.3,102.2,99.6
4000,UAV_03,RELAY,UAV,-1337821.7,5361914.8,3174795.7,10.0.0.4,281.1,99.6
4100,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
4100,UAV_01,RELAY,UAV,-1337500.2,5364485.4,3170610.2,10.0.0.2,140.9,99.6
4100,UAV_02,RELAY,UAV,-1337218.4,5366290.4,3167694.8,10.0.0.3,102.2,99.6
4100,UAV_03,RELAY,UAV,-1337820.2,5361915.0,3174796.0,10.0.0.4,281.1,99.6
4200,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
4200,UAV_01,RELAY,UAV,-1337501.3,5364485.7,3170609.2,10.0.0.2,137.9,99.6
4200,UAV_02,RELAY,UAV,-1337219.8,5366290.2,3167694.5,10.0.0.3,102.2,99.6
4200,UAV_03,RELAY,UAV,-1337818.8,5361915.2,3174796.2,10.0.0.4,281.1,99.6
4300,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
4300,UAV_01,RELAY,UAV,-1337502.4,5364486.0,3170608.3,10.0.0.2,134.3,99.6
4300,UAV_02,RELAY,UAV,-1337221.3,5366290.0,3167694.2,10.0.0.3,102.2,99.6
4300,UAV_03,RELAY,UAV,-1337817.3,5361915.4,3174796.5,10.0.0.4,281.1,99.6
4400,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
4400,UAV_01,RELAY,UAV,-1337503.6,5364486.2,3170607.4,10.0.0.2,131.2,99.6
4400,UAV_02,RELAY,UAV,-1337222.7,5366289.8,3167694.0,10.0.0.3,102.2,99.6
4400,UAV_03,RELAY,UAV,-1337815.9,5361915.6,3174796.7,10.0.0.4,281.1,99.6
4500,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
4500,UAV_01,RELAY,UAV,-1337504.8,5364486.4,3170606.6,10.0.0.2,127.6,99.5
4500,UAV_02,RELAY,UAV,-1337224.2,5366289.6,3167693.7,10.0.0.3,102.2,99.5
4500,UAV_03,RELAY,UAV,-1337814.4,5361915.8,3174797.0,10.0.0.4,280.5,99.5
4600,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
4600,UAV_01,RELAY,UAV,-1337506.1,5364486.6,3170605.8,10.0.0.2,124.6,99.5
4600,UAV_02,RELAY,UAV,-1337225.7,5366289.4,3167693.4,10.0.0.3,102.2,99.5
4600,UAV_03,RELAY,UAV,-1337812.9,5361916.1,3174797.2,10.0.0.4,280.5,99.5
4700,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
4700,UAV_01,RELAY,UAV,-1337507.4,5364486.7,3170605.1,10.0.0.2,121.6,99.5
4700,UAV_02,RELAY,UAV,-1337227.1,5366289.2,3167693.1,10.0.0.3,102.2,99.5
4700,UAV_03,RELAY,UAV,-1337811.5,5361916.3,3174797.5,10.0.0.4,280.5,99.5
4800,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
4800,UAV_01,RELAY,UAV,-1337508.8,5364486.7,3170604.4,10.0.0.2,118.6,99.5
4800,UAV_02,RELAY,UAV,-1337228.6,5366289.0,3167692.9,10.0.0.3,102.2,99.5
4800,UAV_03,RELAY,UAV,-1337810.0,5361916.5,3174797.7,10.0.0.4,280.5,99.5
4900,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
4900,UAV_01,RELAY,UAV,-1337510.2,5364486.7,3170603.8,10.0.0.2,115.6,99.5
4900,UAV_02,RELAY,UAV,-1337230.1,5366288.8,3167692.6,10.0.0.3,102.2,99.5
4900,UAV_03,RELAY,UAV,-1337808.5,5361916.7,3174797.9,10.0.0.4,280.5,99.5
5000,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
5000,UAV_01,RELAY,UAV,-1337511.6,5364486.7,3170603.3,10.0.0.2,112.6,99.5
5000,UAV_02,RELAY,UAV,-1337231.5,5366288.6,3167692.3,10.0.0.3,102.2,99.5
5000,UAV_03,RELAY,UAV,-1337807.1,5361917.0,3174798.2,10.0.0.4,280.5,99.5
5100,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
5100,UAV_01,RELAY,UAV,-1337513.0,5364486.6,3170602.9,10.0.0.2,109.6,99.5
5100,UAV_02,RELAY,UAV,-1337233.0,5366288.4,3167692.0,10.0.0.3,102.2,99.5
5100,UAV_03,RELAY,UAV,-1337805.6,5361917.2,3174798.4,10.0.0.4,280.5,99.5
5200,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
5200,UAV_01,RELAY,UAV,-1337514.4,5364486.5,3170602.5,10.0.0.2,106.6,99.5
5200,UAV_02,RELAY,UAV,-1337234.4,5366288.2,3167691.8,10.0.0.3,101.7,99.5
5200,UAV_03,RELAY,UAV,-1337804.1,5361917.4,3174798.6,10.0.0.4,280.5,99.5
5300,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
5300,UAV_01,RELAY,UAV,-1337515.9,5364486.3,3170602.1,10.0.0.2,103.6,99.5
5300,UAV_02,RELAY,UAV,-1337235.9,5366288.0,3167691.5,10.0.0.3,101.7,99.5
5300,UAV_03,RELAY,UAV,-1337802.7,5361917.6,3174798.9,10.0.0.4,280.5,99.5
5400,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
5400,UAV_01,RELAY,UAV,-1337517.4,5364486.1,3170601.9,10.0.0.2,100.6,99.5
5400,UAV_02,RELAY,UAV,-1337237.4,5366287.8,3167691.3,10.0.0.3,101.7,99.5
5400,UAV_03,RELAY,UAV,-1337801.2,5361917.9,3174799.1,10.0.0.4,280.5,99.5
5500,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
5500,UAV_01,RELAY,UAV,-1337518.8,5364485.9,3170601.7,10.0.0.2,97.6,99.5
5500,UAV_02,RELAY,UAV,-1337238.8,5366287.6,3167691.0,10.0.0.3,101.7,99.5
5500,UAV_03,RELAY,UAV,-1337799.8,5361918.1,3174799.4,10.0.0.4,280.5,99.5
5600,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
5600,UAV_01,RELAY,UAV,-1337520.3,5364485.6,3170601.5,10.0.0.2,94.7,99.4
5600,UAV_02,RELAY,UAV,-1337240.3,5366287.4,3167690.7,10.0.0.3,101.7,99.4
5600,UAV_03,RELAY,UAV,-1337798.3,5361918.3,3174799.6,10.0.0.4,280.5,99.4
5700,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
5700,UAV_01,RELAY,UAV,-1337521.8,5364485.3,3170601.4,10.0.0.2,92.3,99.4
5700,UAV_02,RELAY,UAV,-1337241.7,5366287.2,3167690.5,10.0.0.3,101.7,99.4
5700,UAV_03,RELAY,UAV,-1337796.8,5361918.5,3174799.8,10.0.0.4,280.5,99.4
5800,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
5800,UAV_01,RELAY,UAV,-1337523.2,5364484.9,3170601.4,10.0.0.2,89.3,99.4
5800,UAV_02,RELAY,UAV,-1337243.2,5366287.0,3167690.2,10.0.0.3,101.7,99.4
5800,UAV_03,RELAY,UAV,-1337795.4,5361918.8,3174800.1,10.0.0.4,280.5,99.4
5900,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
5900,UAV_01,RELAY,UAV,-1337524.7,5364484.5,3170601.5,10.0.0.2,86.3,99.4
5900,UAV_02,RELAY,UAV,-1337244.7,5366286.8,3167689.9,10.0.0.3,101.7,99.4
5900,UAV_03,RELAY,UAV,-1337793.9,5361919.0,3174800.3,10.0.0.4,280.5,99.4
6000,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
6000,UAV_01,RELAY,UAV,-1337526.1,5364484.1,3170601.6,10.0.0.2,83.9,99.4
6000,UAV_02,RELAY,UAV,-1337246.1,5366286.5,3167689.7,10.0.0.3,101.7,99.4
6000,UAV_03,RELAY,UAV,-1337792.4,5361919.2,3174800.5,10.0.0.4,280.5,99.4
6100,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
6100,UAV_01,RELAY,UAV,-1337527.5,5364483.6,3170601.7,10.0.0.2,81.0,99.4
6100,UAV_02,RELAY,UAV,-1337247.6,5366286.3,3167689.4,10.0.0.3,101.7,99.4
6100,UAV_03,RELAY,UAV,-1337791.0,5361919.4,3174800.8,10.0.0.4,280.5,99.4
6200,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
6200,UAV_01,RELAY,UAV,-1337528.9,5364483.2,3170602.0,10.0.0.2,78.6,99.4
6200,UAV_02,RELAY,UAV,-1337249.1,5366286.1,3167689.2,10.0.0.3,101.7,99.4
6200,UAV_03,RELAY,UAV,-1337789.5,5361919.6,3174801.0,10.0.0.4,280.5,99.4
6300,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
6300,UAV_01,RELAY,UAV,-1337530.3,5364482.6,3170602.3,10.0.0.2,75.6,99.4
6300,UAV_02,RELAY,UAV,-1337250.5,5366285.9,3167688.9,10.0.0.3,101.7,99.4
6300,UAV_03,RELAY,UAV,-1337788.0,5361919.9,3174801.2,10.0.0.4,280.5,99.4
6400,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
6400,UAV_01,RELAY,UAV,-1337531.6,5364482.1,3170602.6,10.0.0.2,73.2,99.4
6400,UAV_02,RELAY,UAV,-1337252.0,5366285.7,3167688.6,10.0.0.3,101.7,99.4
6400,UAV_03,RELAY,UAV,-1337786.6,5361920.1,3174801.5,10.0.0.4,280.5,99.4
6500,GS_01,CLIENT,GS,-1337502.5,5364429.5,3170603.2,10.0.0.1,-1.0,-1
6500,UAV_01,RELAY,UAV,-1337533.0,5364481.5,3170603.0,10.0.0.2,70.3,99.3
6500,UAV_02,RELAY,UAV,-1337253.4,5366285.5,3167688.4,10.0.0.3,101.7,99.3
6500,UAV_03,RELAY,UAV,-1337785.1,5361920.3,3174801.7,10.0.0.4,280.5,99.3
