time_ms,node_id,name,type,ecef_x,ecef_y,ecef_z,altitude_km,orbit_id,ip
0,SAT_18,Starlink-18,SAT,-350000,0,500000,500.0,1,10.0.3.19
0,SAT_19,Starlink-19,SAT,-300000,0,500000,500.0,1,10.0.3.20
0,SAT_20,Starlink-20,SAT,-250000,0,500000,500.0,1,10.0.3.21
0,SAT_21,Starlink-21,SAT,-200000,0,500000,500.0,1,10.0.3.22
0,SAT_22,Starlink-22,SAT,-150000,0,500000,500.0,1,10.0.3.23
0,SAT_23,Starlink-23,SAT,-100000,0,500000,500.0,1,10.0.3.24
0,SAT_24,Starlink-24,SAT,-50000,0,500000,500.0,1,10.0.3.25
0,SAT_25,Starlink-25,SAT,0,0,500000,500.0,1,10.0.3.26
0,SAT_26,Starlink-26,SAT,50000,0,500000,500.0,1,10.0.3.27
0,SAT_27,Starlink-27,SAT,100000,0,500000,500.0,1,10.0.3.28
0,SAT_28,Starlink-28,SAT,150000,0,500000,500.0,1,10.0.3.29
0,SAT_29,Starlink-29,SAT,200000,0,500000,500.0,1,10.0.3.30
0,SAT_30,Starlink-30,SAT,250000,0,500000,500.0,1,10.0.3.31
0,SAT_31,Starlink-31,SAT,300000,0,500000,500.0,1,10.0.3.32
0,SAT_32,Starlink-32,SAT,350000,0,500000,500.0,1,10.0.3.33
0,SAT_33,Starlink-33,SAT,400000,0,500000,500.0,1,10.0.3.34
0,SAT_34,Starlink-34,SAT,450000,0,500000,500.0,1,10.0.3.35
0,SAT_35,Starlink-35,SAT,500000,0,500000,500.0,1,10.0.3.36
0,SAT_36,Starlink-36,SAT,550000,0,500000,500.0,1,10.0.3.37
0,SAT_37,Starlink-37,SAT,600000,0,500000,500.0,1,10.0.3.38
0,SAT_38,Starlink-38,SAT,650000,0,500000,500.0,1,10.0.3.39
0,SAT_39,Starlink-39,SAT,700000,0,500000,500.0,1,10.0.3.40
0,SAT_40,Starlink-40,SAT,750000,0,500000,500.0,1,10.0.3.41
0,SAT_41,Starlink-41,SAT,800000,0,500000,500.0,1,10.0.3.42
0,SAT_42,Starlink-42,SAT,850000,0,500000,500.0,1,10.0.3.43
0,SAT_43,Starlink-43,SAT,900000,0,500000,500.0,1,10.0.3.44
0,SAT_44,Starlink-44,SAT,950000,0,500000,500.0,1,10.0.3.45
0,SAT_45,Starlink-45,SAT,1000000,0,500000,500.0,1,10.0.3.46
0,SAT_46,Starlink-46,SAT,1050000,0,500000,500.0,1,10.0.3.47
0,SAT_47,Starlink-47,SAT,1100000,0,500000,500.0,1,10.0.3.48
0,SAT_48,Starlink-48,SAT,1150000,0,500000,500.0,1,10.0.3.49
0,SAT_49,Starlink-49,SAT,1200000,0,500000,500.0,1,10.0.3.50
100,GS_00,GroundStation-0,GS,0,0,0,0.0,0,10.0.1.1
100,GS_01,GroundStation-1,GS,10000,0,0,0.0,0,10.0.1.2
100,GS_02,GroundStation-2,GS,20000,0,0,0.0,0,10.0.1.3
100,UAV_00,Drone-0,UAV,3049,60,502,0.502,0,10.0.2.1
100,UAV_01,Drone-1,UAV,2746,2080,543,0.543,0,10.0.2.2
100,UAV_02,Drone-2,UAV,994,3284,544,0.544,0,10.0.2.3
100,UAV_03,Drone-3,UAV,-990,2853,504,0.505,0,10.0.2.4
100,UAV_04,Drone-4,UAV,-2126,1480,460,0.461,0,10.0.2.5
100,UAV_05,Drone-5,UAV,-2536,-50,452,0.453,0,10.0.2.6
100,UAV_06,Drone-6,UAV,-2318,-1756,488,0.488,0,10.0.2.7
100,UAV_07,Drone-7,UAV,-975,-3219,534,0.535,0,10.0.2.8
100,UAV_08,Drone-8,UAV,1142,-3292,549,0.549,0,10.0.2.9
100,UAV_09,Drone-9,UAV,2592,-1805,518,0.518,0,10.0.2.10
100,SAT_00,Starlink-0,SAT,-1249300,0,500000,500.0,1,10.0.3.1
100,SAT_01,Starlink-1,SAT,-1199300,0,500000,500.0,1,10.0.3.2
100,SAT_02,Starlink-2,SAT,-1149300,0,500000,500.0,1,10.0.3.3
100,SAT_03,Starlink-3,SAT,-1099300,0,500000,500.0,1,10.0.3.4
100,SAT_04,Starlink-4,SAT,-1049300,0,500000,500.0,1,10.0.3.5
100,SAT_05,Starlink-5,SAT,-999300,0,500000,500.0,1,10.0.3.6
100,SAT_06,Starlink-6,SAT,-949300,0,500000,500.0,1,10.0.3.7
100,SAT_07,Starlink-7,SAT,-899300,0,500000,500.0,1,10.0.3.8
100,SAT_08,Starlink-8,SAT,-849300,0,500000,500.0,1,10.0.3.9
100,SAT_09,Starlink-9,SAT,-799300,0,500000,500.0,1,10.0.3.10
100,SAT_10,Starlink-10,SAT,-749300,0,500000,500.0,1,10.0.3.11
100,SAT_11,Starlink-11,SAT,-699300,0,500000,500.0,1,10.0.3.12
100,SAT_12,Starlink-12,SAT,-649300,0,500000,500.0,1,10.0.3.13
100,SAT_13,Starlink-13,SAT,-599300,0,500000,500.0,1,10.0.3.14
100,SAT_14,Starlink-14,SAT,-549300,0,500000,500.0,1,10.0.3.15
100,SAT_15,Starlink-15,SAT,-499300,0,500000,500.0,1,10.0.3.16
100,SAT_16,Starlink-16,SAT,-449300,0,500000,500.0,1,10.0.3.17
100,SAT_17,Starlink-17,SAT,-399300,0,500000,500.0,1,10.0.3.18
100,SAT_18,Starlink-18,SAT,-349300,0,500000,500.0,1,10.0.3.19
100,SAT_19,Starlink-19,SAT,-299300,0,500000,500.0,1,10.0.3.20
100,SAT_20,Starlink-20,SAT,-249300,0,500000,500.0,1,10.0.3.21
100,SAT_21,Starlink-21,SAT,-199300,0,500000,500.0,1,10.0.3.22
100,SAT_22,Starlink-22,SAT,-149300,0,500000,500.0,1,10.0.3.23
100,SAT_23,Starlink-23,SAT,-99300,0,500000,500.0,1,10.0.3.24
100,SAT_24,Starlink-24,SAT,-49300,0,500000,500.0,1,10.0.3.25
100,SAT_25,Starlink-25,SAT,700,0,500000,500.0,1,10.0.3.26
100,SAT_26,Starlink-26,SAT,50700,0,500000,500.0,1,10.0.3.27
100,SAT_27,Starlink-27,SAT,100700,0,500000,500.0,1,10.0.3.28
100,SAT_28,Starlink-28,SAT,150700,0,500000,500.0,1,10.0.3.29
100,SAT_29,Starlink-29,SAT,200700,0,500000,500.0,1,10.0.3.30
100,SAT_30,Starlink-30,SAT,250700,0,500000,500.0,1,10.0.3.31
100,SAT_31,Starlink-31,SAT,300700,0,500000,500.0,1,10.0.3.32
100,SAT_32,Starlink-32,SAT,350700,0,500000,500.0,1,10.0.3.33
100,SAT_33,Starlink-33,SAT,400700,0,500000,500.0,1,10.0.3.34
100,SAT_34,Starlink-34,SAT,450700,0,500000,500.0,1,10.0.3.35
100,SAT_35,Starlink-35,SAT,500700,0,500000,500.0,1,10.0.3.36
100,SAT_36,Starlink-36,SAT,550700,0,500000,500.0,1,10.0.3.37
100,SAT_37,Starlink-37,SAT,600700,0,500000,500.0,1,10.0.3.38
100,SAT_38,Starlink-38,SAT,650700,0,500000,500.0,1,10.0.3.39
100,SAT_39,Starlink-39,SAT,700700,0,500000,500.0,1,10.0.3.40
100,SAT_40,Starlink-40,SAT,750700,0,500000,500.0,1,10.0.3.41
100,SAT_41,Starlink-41,SAT,800700,0,500000,500.0,1,10.0.3.42
100,SAT_42,Starlink-42,SAT,850700,0,500000,500.0,1,10.0.3.43
100,SAT_43,Starlink-43,SAT,900700,0,500000,500.0,1,10.0.3.44
100,SAT_44,Starlink-44,SAT,950700,0,500000,500.0,1,10.0.3.45
100,SAT_45,Starlink-45,SAT,1000700,0,500000,500.0,1,10.0.3.46
100,SAT_46,Starlink-46,SAT,1050700,0,500000,500.0,1,10.0.3.47
100,SAT_47,Starlink-47,SAT,1100700,0,500000,500.0,1,10.0.3.48
100,SAT_48,Starlink-48,SAT,1150700,0,500000,500.0,1,10.0.3.49
100,SAT_49,Starlink-49,SAT,1200700,0,500000,500.0,1,10.0.3.50
200,GS_00,GroundStation-0,GS,0,0,0,0.0,0,10.0.1.1
200,GS_01,GroundStation-1,GS,10000,0,0,0.0,0,10.0.1.2
200,GS_02,GroundStation-2,GS,20000,0,0,0.0,0,10.0.1.3
200,UAV_00,Drone-0,UAV,3096,123,504,0.505,0,10.0.2.1
200,UAV_01,Drone-1,UAV,2720,2147,544,0.545,0,10.0.2.2
200,UAV_02,Drone-2,UAV,921,3277,543,0.543,0,10.0.2.3
200,UAV_03,Drone-3,UAV,-1030,2786,502,0.502,0,10.0.2.4
200,UAV_04,Drone-4,UAV,-2133,1423,459,0.459,0,10.0.2.5
200,UAV_05,Drone-5,UAV,-2556,-102,453,0.454,0,10.0.2.6
200,UAV_06,Drone-6,UAV,-2321,-1833,490,0.491,0,10.0.2.7
200,UAV_07,Drone-7,UAV,-919,-3269,536,0.536,0,10.0.2.8
200,UAV_08,Drone-8,UAV,1203,-3254,548,0.548,0,10.0.2.9
200,UAV_09,Drone-9,UAV,2588,-1726,515,0.516,0,10.0.2.10
200,SAT_00,Starlink-0,SAT,-1248600,0,500000,500.0,1,10.0.3.1
200,SAT_01,Starlink-1,SAT,-1198600,0,500000,500.0,1,10.0.3.2
200,SAT_02,Starlink-2,SAT,-1148600,0,500000,500.0,1,10.0.3.3
200,SAT_03,Starlink-3,SAT,-1098600,0,500000,500.0,1,10.0.3.4
200,SAT_04,Starlink-4,SAT,-1048600,0,500000,500.0,1,10.0.3.5
200,SAT_05,Starlink-5,SAT,-998600,0,500000,500.0,1,10.0.3.6
200,SAT_06,Starlink-6,SAT,-948600,0,500000,500.0,1,10.0.3.7
200,SAT_07,Starlink-7,SAT,-898600,0,500000,500.0,1,10.0.3.8
200,SAT_08,Starlink-8,SAT,-848600,0,500000,500.0,1,10.0.3.9
200,SAT_09,Starlink-9,SAT,-798600,0,500000,500.0,1,10.0.3.10
200,SAT_10,Starlink-10,SAT,-748600,0,500000,500.0,1,10.0.3.11
200,SAT_11,Starlink-11,SAT,-698600,0,500000,500.0,1,10.0.3.12
200,SAT_12,Starlink-12,SAT,-648600,0,500000,500.0,1,10.0.3.13
200,SAT_13,Starlink-13,SAT,-598600,0,500000,500.0,1,10.0.3.14
200,SAT_14,Starlink-14,SAT,-548600,0,500000,500.0,1,10.0.3.15
200,SAT_15,Starlink-15,SAT,-498600,0,500000,500.0,1,10.0.3.16
200,SAT_16,Starlink-16,SAT,-448600,0,500000,500.0,1,10.0.3.17
200,SAT_17,Starlink-17,SAT,-398600,0,500000,500.0,1,10.0.3.18
200,SAT_18,Starlink-18,SAT,-348600,0,500000,500.0,1,10.0.3.19
200,SAT_19,Starlink-19,SAT,-298600,0,500000,500.0,1,10.0.3.20
200,SAT_20,Starlink-20,SAT,-248600,0,500000,500.0,1,10.0.3.21
200,SAT_21,Starlink-21,SAT,-198600,0,500000,500.0,1,10.0.3.22
200,SAT_22,Starlink-22,SAT,-148600,0,500000,500.0,1,10.0.3.23
200,SAT_23,Starlink-23,SAT,-98600,0,500000,500.0,1,10.0.3.24
200,SAT_24,Starlink-24,SAT,-48600,0,500000,500.0,1,10.0.3.25
200,SAT_25,Starlink-25,SAT,1400,0,500000,500.0,1,10.0.3.26
200,SAT_26,Starlink-26,SAT,51400,0,500000,500.0,1,10.0.3.27
200,SAT_27,Starlink-27,SAT,101400,0,500000,500.0,1,10.0.3.28
200,SAT_28,Starlink-28,SAT,151400,0,500000,500.0,1,10.0.3.29
200,SAT_29,Starlink-29,SAT,201400,0,500000,500.0,1,10.0.3.30
200,SAT_30,Starlink-30,SAT,251400,0,500000,500.0,1,10.0.3.31
200,SAT_31,Starlink-31,SAT,301400,0,500000,500.0,1,10.0.3.32
200,SAT_32,Starlink-32,SAT,351400,0,500000,500.0,1,10.0.3.33
200,SAT_33,Starlink-33,SAT,401400,0,500000,500.0,1,10.0.3.34
200,SAT_34,Starlink-34,SAT,451400,0,500000,500.0,1,10.0.3.35
200,SAT_35,Starlink-35,SAT,501400,0,500000,500.0,1,10.0.3.36
200,SAT_36,Starlink-36,SAT,551400,0,500000,500.0,1,10.0.3.37
200,SAT_37,Starlink-37,SAT,601400,0,500000,500.0,1,10.0.3.38
200,SAT_38,Starlink-38,SAT,651400,0,500000,500.0,1,10.0.3.39
200,SAT_39,Starlink-39,SAT,701400,0,500000,500.0,1,10.0.3.40
200,SAT_40,Starlink-40,SAT,751400,0,500000,500.0,1,10.0.3.41
200,SAT_41,Starlink-41,SAT,801400,0,500000,500.0,1,10.0.3.42
200,SAT_42,Starlink-42,SAT,851400,0,500000,500.0,1,10.0.3.43
200,SAT_43,Starlink-43,SAT,901400,0,500000,500.0,1,10.0.3.44
200,SAT_44,Starlink-44,SAT,951400,0,500000,500.0,1,10.0.3.45
200,SAT_45,Starlink-45,SAT,1001400,0,500000,500.0,1,10.0.3.46
200,SAT_46,Starlink-46,SAT,1051400,0,500000,500.0,1,10.0.3.47
200,SAT_47,Starlink-47,SAT,1101400,0,500000,500.0,1,10.0.3.48
200,SAT_48,Starlink-48,SAT,1151400,0,500000,500.0,1,10.0.3.49
200,SAT_49,Starlink-49,SAT,1201400,0,500000,500.0,1,10.0.3.50
300,GS_00,GroundStation-0,GS,0,0,0,0.0,0,10.0.1.1
300,GS_01,GroundStation-1,GS,10000,0,0,0.0,0,10.0.1.2
300,GS_02,GroundStation-2,GS,20000,0,0,0.0,0,10.0.1.3
300,UAV_00,Drone-0,UAV,3142,188,507,0.507,0,10.0.2.1
300,UAV_01,Drone-1,UAV,2689,2211,545,0.546,0,10.0.2.2
300,UAV_02,Drone-2,UAV,848,3264,541,0.542,0,10.0.2.3
300,UAV_03,Drone-3,UAV,-1067,2719,499,0.5,0,10.0.2.4
300,UAV_04,Drone-4,UAV,-2142,1368,457,0.458,0,10.0.2.5
300,UAV_05,Drone-5,UAV,-2579,-154,454,0.455,0,10.0.2.6
300,UAV_06,Drone-6,UAV,-2323,-1911,493,0.493,0,10.0.2.7
300,UAV_07,Drone-7,UAV,-861,-3315,538,0.538,0,10.0.2.8
300,UAV_08,Drone-8,UAV,1261,-3212,547,0.548,0,10.0.2.9
300,UAV_09,Drone-9,UAV,2580,-1648,513,0.514,0,10.0.2.10
300,SAT_00,Starlink-0,SAT,-1247900,0,500000,500.0,1,10.0.3.1
300,SAT_01,Starlink-1,SAT,-1197900,0,500000,500.0,1,10.0.3.2
300,SAT_02,Starlink-2,SAT,-1147900,0,500000,500.0,1,10.0.3.3
300,SAT_03,Starlink-3,SAT,-1097900,0,500000,500.0,1,10.0.3.4
300,SAT_04,Starlink-4,SAT,-1047900,0,500000,500.0,1,10.0.3.5
300,SAT_05,Starlink-5,SAT,-997900,0,500000,500.0,1,10.0.3.6
300,SAT_06,Starlink-6,SAT,-947900,0,500000,500.0,1,10.0.3.7
300,SAT_07,Starlink-7,SAT,-897900,0,500000,500.0,1,10.0.3.8
300,SAT_08,Starlink-8,SAT,-847900,0,500000,500.0,1,10.0.3.9
300,SAT_09,Starlink-9,SAT,-797900,0,500000,500.0,1,10.0.3.10
300,SAT_10,Starlink-10,SAT,-747900,0,500000,500.0,1,10.0.3.11
300,SAT_11,Starlink-11,SAT,-697900,0,500000,500.0,1,10.0.3.12
300,SAT_12,Starlink-12,SAT,-647900,0,500000,500.0,1,10.0.3.13
300,SAT_13,Starlink-13,SAT,-597900,0,500000,500.0,1,10.0.3.14
300,SAT_14,Starlink-14,SAT,-547900,0,500000,500.0,1,10.0.3.15
300,SAT_15,Starlink-15,SAT,-497900,0,500000,500.0,1,10.0.3.16
300,SAT_16,Starlink-16,SAT,-447900,0,500000,500.0,1,10.0.3.17
300,SAT_17,Starlink-17,SAT,-397900,0,500000,500.0,1,10.0.3.18
300,SAT_18,Starlink-18,SAT,-347900,0,500000,500.0,1,10.0.3.19
300,SAT_19,Starlink-19,SAT,-297900,0,500000,500.0,1,10.0.3.20
300,SAT_20,Starlink-20,SAT,-247900,0,500000,500.0,1,10.0.3.21
300,SAT_21,Starlink-21,SAT,-197900,0,500000,500.0,1,10.0.3.22
300,SAT_22,Starlink-22,SAT,-147900,0,500000,500.0,1,10.0.3.23
300,SAT_23,Starlink-23,SAT,-97900,0,500000,500.0,1,10.0.3.24
300,SAT_24,Starlink-24,SAT,-47900,0,500000,500.0,1,10.0.3.25
300,SAT_25,Starlink-25,SAT,2100,0,500000,500.0,1,10.0.3.26
300,SAT_26,Starlink-26,SAT,52100,0,500000,500.0,1,10.0.3.27
300,SAT_27,Starlink-27,SAT,102100,0,500000,500.0,1,10.0.3.28
300,SAT_28,Starlink-28,SAT,152100,0,500000,500.0,1,10.0.3.29
300,SAT_29,Starlink-29,SAT,202100,0,500000,500.0,1,10.0.3.30
300,SAT_30,Starlink-30,SAT,252100,0,500000,500.0,1,10.0.3.31
300,SAT_31,Starlink-31,SAT,302100,0,500000,500.0,1,10.0.3.32
300,SAT_32,Starlink-32,SAT,352100,0,500000,500.0,1,10.0.3.33
300,SAT_33,Starlink-33,SAT,402100,0,500000,500.0,1,10.0.3.34
300,SAT_34,Starlink-34,SAT,452100,0,500000,500.0,1,10.0.3.35
300,SAT_35,Starlink-35,SAT,502100,0,500000,500.0,1,10.0.3.36
300,SAT_36,Starlink-36,SAT,552100,0,500000,500.0,1,10.0.3.37
300,SAT_37,Starlink-37,SAT,602100,0,500000,500.0,1,10.0.3.38
300,SAT_38,Starlink-38,SAT,652100,0,500000,500.0,1,10.0.3.39
300,SAT_39,Starlink-39,SAT,702100,0,500000,500.0,1,10.0.3.40
300,SAT_40,Starlink-40,SAT,752100,0,500000,500.0,1,10.0.3.41
300,SAT_41,Starlink-41,SAT,802100,0,500000,500.0,1,10.0.3.42
300,SAT_42,Starlink-42,SAT,852100,0,500000,500.0,1,10.0.3.43
300,SAT_43,Starlink-43,SAT,902100,0,500000,500.0,1,10.0.3.44
300,SAT_44,Starlink-44,SAT,952100,0,500000,500.0,1,10.0.3.45
300,SAT_45,Starlink-45,SAT,1002100,0,500000,500.0,1,10.0.3.46
300,SAT_46,Starlink-46,SAT,1052100,0,500000,500.0,1,10.0.3.47
300,SAT_47,Starlink-47,SAT,1102100,0,500000,500.0,1,10.0.3.48
300,SAT_48,Starlink-48,SAT,1152100,0,500000,500.0,1,10.0.3.49
300,SAT_49,Starlink-49,SAT,1202100,0,500000,500.0,1,10.0.3.50
400,GS_00,GroundStation-0,GS,0,0,0,0.0,0,10.0.1.1
400,GS_01,GroundStation-1,GS,10000,0,0,0.0,0,10.0.1.2
400,GS_02,GroundStation-2,GS,20000,0,0,0.0,0,10.0.1.3
400,UAV_00,Drone-0,UAV,3184,255,509,0.51,0,10.0.2.1
400,UAV_01,Drone-1,UAV,2652,2272,546,0.547,0,10.0.2.2
400,UAV_02,Drone-2,UAV,774,3246,540,0.54,0,10.0.2.3
400,UAV_03,Drone-3,UAV,-1103,2651,497,0.497,0,10.0.2.4
400,UAV_04,Drone-4,UAV,-2154,1315,456,0.456,0,10.0.2.5
400,UAV_05,Drone-5,UAV,-2605,-208,455,0.456,0,10.0.2.6
400,UAV_06,Drone-6,UAV,-2322,-1989,495,0.496,0,10.0.2.7
400,UAV_07,Drone-7,UAV,-800,-3355,539,0.54,0,10.0.2.8
400,UAV_08,Drone-8,UAV,1316,-3164,547,0.547,0,10.0.2.9
400,UAV_09,Drone-9,UAV,2570,-1570,511,0.511,0,10.0.2.10
400,SAT_00,Starlink-0,SAT,-1247200,0,500000,500.0,1,10.0.3.1
400,SAT_01,Starlink-1,SAT,-1197200,0,500000,500.0,1,10.0.3.2
400,SAT_02,Starlink-2,SAT,-1147200,0,500000,500.0,1,10.0.3.3
400,SAT_03,Starlink-3,SAT,-1097200,0,500000,500.0,1,10.0.3.4
400,SAT_04,Starlink-4,SAT,-1047200,0,500000,500.0,1,10.0.3.5
400,SAT_05,Starlink-5,SAT,-997200,0,500000,500.0,1,10.0.3.6
400,SAT_06,Starlink-6,SAT,-947200,0,500000,500.0,1,10.0.3.7
400,SAT_07,Starlink-7,SAT,-897200,0,500000,500.0,1,10.0.3.8
400,SAT_08,Starlink-8,SAT,-847200,0,500000,500.0,1,10.0.3.9
400,SAT_09,Starlink-9,SAT,-797200,0,500000,500.0,1,10.0.3.10
400,SAT_10,Starlink-10,SAT,-747200,0,500000,500.0,1,10.0.3.11
400,SAT_11,Starlink-11,SAT,-697200,0,500000,500.0,1,10.0.3.12
400,SAT_12,Starlink-12,SAT,-647200,0,500000,500.0,1,10.0.3.13
400,SAT_13,Starlink-13,SAT,-597200,0,500000,500.0,1,10.0.3.14
400,SAT_14,Starlink-14,SAT,-547200,0,500000,500.0,1,10.0.3.15
400,SAT_15,Starlink-15,SAT,-497200,0,500000,500.0,1,10.0.3.16
400,SAT_16,Starlink-16,SAT,-447200,0,500000,500.0,1,10.0.3.17
400,SAT_17,Starlink-17,SAT,-397200,0,500000,500.0,1,10.0.3.18
400,SAT_18,Starlink-18,SAT,-347200,0,500000,500.0,1,10.0.3.19
400,SAT_19,Starlink-19,SAT,-297200,0,500000,500.0,1,10.0.3.20
400,SAT_20,Starlink-20,SAT,-247200,0,500000,500.0,1,10.0.3.21
400,SAT_21,Starlink-21,SAT,-197200,0,500000,500.0,1,10.0.3.22
400,SAT_22,Starlink-22,SAT,-147200,0,500000,500.0,1,10.0.3.23
400,SAT_23,Starlink-23,SAT,-97200,0,500000,500.0,1,10.0.3.24
400,SAT_24,Starlink-24,SAT,-47200,0,500000,500.0,1,10.0.3.25
400,SAT_25,Starlink-25,SAT,2800,0,500000,500.0,1,10.0.3.26
400,SAT_26,Starlink-26,SAT,52800,0,500000,500.0,1,10.0.3.27
400,SAT_27,Starlink-27,SAT,102800,0,500000,500.0,1,10.0.3.28
400,SAT_28,Starlink-28,SAT,152800,0,500000,500.0,1,10.0.3.29
400,SAT_29,Starlink-29,SAT,202800,0,500000,500.0,1,10.0.3.30
400,SAT_30,Starlink-30,SAT,252800,0,500000,500.0,1,10.0.3.31
400,SAT_31,Starlink-31,SAT,302800,0,500000,500.0,1,10.0.3.32
400,SAT_32,Starlink-32,SAT,352800,0,500000,500.0,1,10.0.3.33
400,SAT_33,Starlink-33,SAT,402800,0,500000,500.0,1,10.0.3.34
400,SAT_34,Starlink-34,SAT,452800,0,500000,500.0,1,10.0.3.35
400,SAT_35,Starlink-35,SAT,502800,0,500000,500.0,1,10.0.3.36
400,SAT_36,Starlink-36,SAT,552800,0,500000,500.0,1,10.0.3.37
400,SAT_37,Starlink-37,SAT,602800,0,500000,500.0,1,10.0.3.38
400,SAT_38,Starlink-38,SAT,652800,0,500000,500.0,1,10.0.3.39
400,SAT_39,Starlink-39,SAT,702800,0,500000,500.0,1,10.0.3.40
400,SAT_40,Starlink-40,SAT,752800,0,500000,500.0,1,10.0.3.41
400,SAT_41,Starlink-41,SAT,802800,0,500000,500.0,1,10.0.3.42
400,SAT_42,Starlink-42,SAT,852800,0,500000,500.0,1,10.0.3.43
400,SAT_43,Starlink-43,SAT,902800,0,500000,500.0,1,10.0.3.44
400,SAT_44,Starlink-44,SAT,952800,0,500000,500.0,1,10.0.3.45
400,SAT_45,Starlink-45,SAT,1002800,0,500000,500.0,1,10.0.3.46
400,SAT_46,Starlink-46,SAT,1052800,0,500000,500.0,1,10.0.3.47
400,SAT_47,Starlink-47,SAT,1102800,0,500000,500.0,1,10.0.3.48
400,SAT_48,Starlink-48,SAT,1152800,0,500000,500.0,1,10.0.3.49
400,SAT_49,Starlink-49,SAT,1202800,0,500000,500.0,1,10.0.3.50
500,GS_00,GroundStation-0,GS,0,0,0,0.0,0,10.0.1.1
500,GS_01,GroundStation-1,GS,10000,0,0,0.0,0,10.0.1.2
500,GS_02,GroundStation-2,GS,20000,0,0,0.0,0,10.0.1.3
500,UAV_00,Drone-0,UAV,3223,323,512,0.512,0,10.0.2.1
500,UAV_01,Drone-1,UAV,2611,2328,547,0.547,0,10.0.2.2
500,UAV_02,Drone-2,UAV,701,3223,538,0.539,0,10.0.2.3
500,UAV_03,Drone-3,UAV,-1136,2585,494,0.495,0,10.0.2.4
500,UAV_04,Drone-4,UAV,-2168,1265,455,0.455,0,10.0.2.5
500,UAV_05,Drone-5,UAV,-2634,-264,457,0.457,0,10.0.2.6
500,UAV_06,Drone-6,UAV,-2319,-2068,498,0.498,0,10.0.2.7
500,UAV_07,Drone-7,UAV,-737,-3389,541,0.541,0,10.0.2.8
500,UAV_08,Drone-8,UAV,1367,-3111,546,0.546,0,10.0.2.9
500,UAV_09,Drone-9,UAV,2558,-1493,508,0.509,0,10.0.2.10
500,SAT_00,Starlink-0,SAT,-1246500,0,500000,500.0,1,10.0.3.1
500,SAT_01,Starlink-1,SAT,-1196500,0,500000,500.0,1,10.0.3.2
500,SAT_02,Starlink-2,SAT,-1146500,0,500000,500.0,1,10.0.3.3
500,SAT_03,Starlink-3,SAT,-1096500,0,500000,500.0,1,10.0.3.4
500,SAT_04,Starlink-4,SAT,-1046500,0,500000,500.0,1,10.0.3.5
500,SAT_05,Starlink-5,SAT,-996500,0,500000,500.0,1,10.0.3.6
500,SAT_06,Starlink-6,SAT,-946500,0,500000,500.0,1,10.0.3.7
500,SAT_07,Starlink-7,SAT,-896500,0,500000,500.0,1,10.0.3.8
